,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1703,9047646,0.0,1.0,0.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$100.00,0,0,0,0,1,,,,,,,0.09
1704,9057435,0.0,0.6333333333333333,0.3666666666666667,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$319.00,14,32,55,145,6,10.0,10.0,10.0,10.0,10.0,10.0,0.63
1705,9078482,0.0,0.856,0.144,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Breakfast,""Hot Tub"",Heating,Dryer,Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$45.00,0,0,0,0,2,9.0,9.0,10.0,10.0,9.0,10.0,0.23
1706,9078998,0.0142857142857142,0.7225714285714285,0.2631428571428572,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""Laptop Friendly Workspace""}",$150.00,0,0,0,0,7,9.0,10.0,10.0,10.0,10.0,10.0,1.09
1707,9094794,0.0,1.0,0.0,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$250.00,0,0,0,0,2,,,,,,,0.2
1708,9107357,0.0190612244897959,0.6932857142857144,0.2876122448979591,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$210.00,7,26,47,78,49,10.0,10.0,10.0,10.0,10.0,9.0,4.9
1709,9109401,0.0085263157894736,0.7384210526315789,0.2531052631578947,Condominium,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$350.00,7,26,54,311,19,10.0,10.0,10.0,10.0,10.0,10.0,1.98
1710,9110588,0.0905,0.5654999999999999,0.344,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$25.00,0,0,0,0,2,8.0,6.0,9.0,9.0,8.0,8.0,0.19
1711,9111413,0.0183714285714285,0.7344285714285714,0.2472285714285714,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$240.00,0,19,49,322,35,10.0,9.0,9.0,9.0,9.0,9.0,5.47
1712,9114896,0.0058235294117647,0.6938235294117647,0.3004117647058824,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,1,13,27,298,34,10.0,10.0,10.0,10.0,9.0,9.0,3.52
1713,9117009,0.0084074074074074,0.7097407407407408,0.2819259259259259,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$120.00,3,16,35,303,27,9.0,9.0,10.0,10.0,10.0,9.0,2.63
1714,9125711,0.0,1.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$99.00,0,0,0,0,1,,,,,,,0.18
1715,9130532,0.0115,0.8485,0.14,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$110.00,0,0,0,0,2,10.0,10.0,10.0,10.0,10.0,9.0,0.33
1716,9137560,0.0,0.696,0.304,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$80.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.1
1717,9144588,0.0070697674418604,0.6738837209302325,0.3190232558139534,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$165.00,4,15,38,128,43,10.0,10.0,10.0,10.0,10.0,10.0,4.33
1718,9145242,0.0181076923076923,0.6853076923076923,0.2966153846153846,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",$89.00,27,56,86,361,65,10.0,10.0,10.0,10.0,10.0,9.0,6.41
1719,9166393,0.0,0.711,0.289,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,""Laptop Friendly Workspace""}",$60.00,0,0,0,0,1,,10.0,,10.0,,,0.1
1720,9169272,0.0,1.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$130.00,0,0,0,0,1,,,,,,,0.1
1721,9180947,0.010195652173913,0.6809130434782609,0.3089347826086956,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$145.00,1,5,24,114,46,10.0,10.0,10.0,10.0,10.0,10.0,4.54
1722,9180965,0.0,0.74,0.26,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$159.00,30,60,90,365,1,8.0,4.0,6.0,10.0,10.0,8.0,0.19
1723,9183638,0.0126666666666666,0.656,0.3313333333333333,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$179.00,0,0,0,0,3,10.0,10.0,10.0,10.0,9.0,10.0,0.44
1724,9197535,0.0,0.769,0.231,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer""}",$100.00,0,0,0,0,3,9.0,7.0,7.0,7.0,9.0,6.0,0.32
1725,9207914,0.0088837209302325,0.6671162790697674,0.324046511627907,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",""Pets Allowed"",Doorman,Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$130.00,6,28,28,91,43,10.0,10.0,10.0,10.0,9.0,9.0,4.33
1726,9208166,0.0046666666666666,0.6636428571428572,0.3316904761904761,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,""24-Hour Check-in""}",$236.00,10,17,47,137,42,10.0,10.0,9.0,9.0,10.0,10.0,4.23
1727,9212213,0.0103888888888888,0.7231111111111111,0.2665555555555555,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$65.00,0,0,0,248,18,8.0,7.0,10.0,10.0,10.0,8.0,2.06
1728,9218312,0.0084242424242424,0.6948484848484848,0.2967272727272727,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$95.00,8,16,37,107,33,10.0,10.0,10.0,10.0,10.0,10.0,4.02
1729,9218362,0.00815625,0.62996875,0.3619375,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$214.00,2,14,29,267,32,10.0,10.0,10.0,10.0,10.0,10.0,3.19
1730,9228519,0.0,0.648,0.352,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$189.00,0,0,0,248,1,10.0,10.0,8.0,10.0,10.0,10.0,0.88
1731,9231486,0.0097666666666666,0.6835666666666668,0.3066333333333333,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$375.00,11,37,67,342,30,10.0,10.0,10.0,10.0,10.0,10.0,3.13
1732,9232355,0.0296666666666666,0.7455277777777778,0.2248055555555555,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$89.00,8,28,58,333,36,7.0,8.0,9.0,10.0,10.0,8.0,3.54
1733,9235198,0.0107575757575757,0.6867575757575758,0.3024545454545455,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$135.00,1,7,8,8,33,9.0,9.0,10.0,10.0,10.0,9.0,3.26
1734,9237653,0.0084687499999999,0.7294375,0.26209375,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$110.00,14,14,14,262,32,10.0,10.0,10.0,10.0,10.0,10.0,3.3
1735,9238963,0.0,0.826,0.174,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$110.00,0,0,0,0,2,10.0,8.0,10.0,10.0,10.0,10.0,0.21
1736,9239190,0.0058333333333333,0.7670833333333333,0.2271666666666666,House,Private room,2,,1.0,,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",$57.00,17,47,77,352,12,9.0,9.0,8.0,9.0,9.0,9.0,1.2
1737,9248612,0.0079411764705882,0.6739411764705883,0.3180588235294118,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$350.00,0,0,0,5,17,9.0,9.0,10.0,10.0,10.0,9.0,1.85
1738,9250014,0.0072999999999999,0.6299,0.3628,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$79.00,8,20,44,44,10,10.0,10.0,10.0,9.0,9.0,9.0,1.57
1739,9255725,0.0042,0.5957,0.4001,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$68.00,8,33,63,63,10,10.0,10.0,10.0,10.0,9.0,10.0,1.03
1740,9256035,0.0049,0.6577,0.3375,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$59.00,2,21,51,141,10,9.0,10.0,10.0,10.0,9.0,9.0,1.08
1741,9259184,0.011625,0.68121875,0.3071875,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$255.00,8,19,42,310,64,10.0,10.0,10.0,10.0,10.0,9.0,6.6
1742,9273395,0.0064285714285714,0.7281428571428571,0.2654285714285714,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Iron}",$210.00,2,21,42,317,7,10.0,9.0,10.0,9.0,10.0,9.0,0.81
1743,9273978,0.0,0.7196,0.2804,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",$229.00,10,35,65,340,5,10.0,10.0,10.0,10.0,10.0,10.0,0.82
1744,9274587,0.0197777777777777,0.7633333333333333,0.2171111111111111,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",$229.00,3,19,49,313,9,10.0,9.0,9.0,9.0,10.0,9.0,0.92
1745,9279773,0.0022142857142857,0.6998571428571428,0.2979285714285714,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$70.00,7,34,64,86,14,10.0,10.0,10.0,10.0,10.0,10.0,1.42
1746,9292118,0.0153181818181818,0.7469545454545454,0.2376818181818182,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$125.00,7,7,25,25,22,10.0,10.0,10.0,10.0,10.0,9.0,2.29
1747,9299923,0.0145,0.6631428571428571,0.3223571428571428,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",Heating,""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$139.00,1,1,1,1,14,10.0,10.0,10.0,10.0,10.0,9.0,2.28
1748,9301075,0.0096,0.6294666666666667,0.3609333333333334,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$50.00,6,20,44,44,15,10.0,10.0,10.0,10.0,9.0,10.0,1.55
1749,9327506,0.0,0.619,0.381,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$450.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.29
1750,9329398,0.0,0.7759999999999999,0.224,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,6,15,26,44,6,10.0,10.0,10.0,10.0,10.0,10.0,0.63
1751,9331460,0.0,0.628,0.372,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door""}",$103.00,0,0,0,0,2,10.0,10.0,10.0,10.0,10.0,10.0,0.22
1752,9340410,0.0232999999999999,0.732,0.2445999999999999,House,Private room,4,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$100.00,4,18,42,42,10,10.0,10.0,10.0,10.0,10.0,10.0,2.11
1753,9343915,0.0,0.613,0.387,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$185.00,21,51,78,222,1,10.0,10.0,10.0,10.0,10.0,8.0,0.25
1754,9344096,0.004,0.8163333333333332,0.1793333333333333,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$175.00,0,0,0,0,3,9.0,9.0,9.0,10.0,10.0,10.0,0.32
1755,9346513,0.0098571428571428,0.6920000000000001,0.2984285714285714,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$250.00,22,52,82,357,7,10.0,10.0,10.0,10.0,10.0,10.0,1.48
1756,9349614,0.027,0.913,0.06,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",$150.00,0,0,0,0,1,10.0,8.0,10.0,10.0,8.0,8.0,0.22
1757,9349646,0.0,0.52,0.48,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Iron}",$100.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.39
1758,9362821,0.0174814814814814,0.7083888888888888,0.2741111111111111,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$83.00,0,2,2,33,54,9.0,9.0,9.0,9.0,9.0,9.0,5.45
